index,NCT,Sponsor,Title,Summary,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
5819,NCT00548080,Merck,"A Non-Comparative, Multicenter, Open-Label, Study to Evaluate the Safety and Efficacy of Caspofungin Acetate as Empirical Therapy in Chinese Adults With Persistent Fever and Neutropenia",Registration study,2006,3,Phase 3,131,Completed,Mycoses
5820,NCT00886600,Merck,"A Double-blind, Randomized, Parallel-group, Placebo-controlled Pilot Study to Investigate the Magnitude and Duration of Response and the Safety of MK0954 (50 mg Given Once or Twice Daily, or 100 mg Given Once Daily) Compared to Placebo Using Ambulatory Blood Pressure Monitoring","The purpose of this study was to evaluate the magnitude and durations of the antihypertensive effects of losartan using ambulatory blood pressure monitoring (ABPM), and to evaluate the safety of losartan 50 and 100 mg doses compared to placebo.",1991,5,Phase 3,122,Completed,Hypertension
5821,NCT00120861,Merck,"A Randomized, Phase IIb Clinical Trial to Evaluate the Safety and Antiviral Activity of NM283 and the Combination of Pegylated Interferon Plus NM283, in Patients With Chronic Hepatitis C Who Have Previously Failed to Respond to Standard Therapy","This study is being conducted to compare the safety, effectiveness and tolerance of valopicitabine (NM283) when used alone and when valopicitabine is used together with pegylated interferon in hepatitis C treatment failure patients. These results will be compared against the results of treatment with pegylated interferon plus ribavirin, the current standard therapy for treatment of hepatitis C viral infection.",2005,1,Phase 2,0,Completed,Hepatitis
5822,NCT03713593,Merck,"Phase 3 Multicenter, Randomized, Double-blinded, Active-controlled, Clinical Study to Evaluate the Safety and Efficacy of Lenvatinib (E7080/MK-7902) in Combination With Pembrolizumab (MK-3475) Versus Lenvatinib in First-line Therapy of Participants With Advanced Hepatocellular Carcinoma (LEAP-002)",The purpose of this study is to evaluate the safety and efficacy of lenvatinib (E7080/MK-7902) in combination with pembrolizumab (MK-3745) versus lenvatinib in combination with placebo as first-line therapy for the treatment of advanced hepatocellular carcinoma in adult participants. The primary hypotheses of this study are that lenvatinib plus pembrolizumab is superior to lenvatinib plus placebo with respect to progression-free survival (PFS) and overall survival (OS).,2018,12,Phase 3,750,Not yet recruiting,"Carcinoma, Hepatocellular"
5823,NCT01557504,Merck,A Study to Assess the Pharmacokinetics and the Ability for Pediatric Patients With Type 2 Diabetes to Swallow MK-0431A XR Tablets,"The purpose of this study is to assess: 1. the safety and tolerability of two sitagliptin 50 mg/metformin 1000 mg XR tablets in pediatric participants with type 2 diabetes mellitus (T2DM), aged 10 to 17 years 2. the ability of pediatric participants with T2DM, aged 10 to 17 years, to swallow two sitagliptin 50 mg/metformin 1000 mg XR tablets or two matching placebo tablets (excluding marking) 3. the pharmacokinetics of sitagliptin and metformin following the administration of two sitagliptin 50 mg/metformin 1000 mg XR tablets to pediatric participants with T2DM, aged 10 to 17 years.",2012,7,Phase 1,25,Completed,Diabetes Mellitus
5824,NCT02493764,Merck,"A Phase III, Randomized, Double-Blind, Active Comparator-Controlled Clinical Trial to Study the Safety, Tolerability, and Efficacy of Imipenem/Cilastatin/Relebactam (MK-7655A) Versus Piperacillin/Tazobactam in Subjects With Hospital-Acquired Bacterial Pneumonia or Ventilator-Associated Bacterial Pneumonia",This study aims to compare treatment with imipenem/relebactam/cilastatin (IMI/REL) as a fixed-dose combination (FDC) with piperacillin/tazobactam (PIP/TAZ) FDC in participants with hospital-acquired and ventilator-associated bacterial pneumonia. The primary hypothesis is that IMI/REL is non-inferior to PIP/TAZ in the incidence rate of all-cause mortality.,2015,11,Phase 3,536,Recruiting,"Pneumonia, Bacterial"
5825,NCT00546052,Merck,"52 Week Study to Evaluate the Effects of LOSARTAN 50 mg, 100 mg, 100/12.5 mg HCTZ, 100/25 mg HCTZ on Metabolic Parameters, Blood Pressure and Safety in Hypertensive Patients With Metabolic Syndrome",To determine if a one year treatment Losartan with or without HCTZ at different dosages have an effect on metabolic parameters in patients with hypertension and the metabolic syndrome.,2005,9,Phase 3,1738,Completed,Metabolic Diseases
5826,NCT02555657,Merck,A Randomized Open-Label Phase III Study of Single Agent Pembrolizumab Versus Single Agent Chemotherapy Per Physician's Choice for Metastatic Triple Negative Breast Cancer (mTNBC) - (KEYNOTE-119),"In this study, participants with metastatic triple negative breast cancer (mTNBC) will be randomly assigned to receive either single agent pembrolizumab or single agent chemotherapy chosen by the treating physician (TPC) in accordance with local regulations and guidelines, consisting of either capecitabine, eribulin, gemcitabine, or vinorelbine. The primary study hypothesis is that pembrolizumab extends progression free and/or overall survival compared to TPC",2015,10,Phase 3,600,"Active, not recruiting",Breast Neoplasms
5827,NCT00441701,Merck,Safety and Dose-Ranging Study of the Effects of SCH 527123 in Subjects With Moderate to Severe COPD,"This is a two-part study conducted at multiple centers, of navarixin (SCH 527123, MK-7123) in participants with moderate to severe chronic obstructive pulmonary disease (COPD). Part 1 of the study is a double-blind, placebo-controlled, randomized, rising-dose study consisting of four treatment groups enrolled in three cohorts. The duration of treatment, for each cohort, will be a 2-week run-in period, followed by a 12-week double-blind treatment period. Treatment initiation for each cohort was staggered by 4 weeks to allow for safety assessment prior to use of higher doses of navarixin. Part 2 of the study will be a double-blind, placebo-controlled, randomized, parallel group study consisting of four treatment groups enrolled as one cohort. The duration of treatment will consist of a 2-week run-in period, followed by a 12-week double-blind treatment period.",2006,12,Phase 2,99,Terminated,"Pulmonary Disease, Chronic Obstructive"
5828,NCT00127101,Merck,A Phase I Clinical Trial of Oral Suberoylanilide Hydroxamic Acid (Vorinostat; Zolinza) in Combination With Bexarotene in Patients With Advanced Cutaneous T-Cell Lymphoma,"This is an investigational study that increases the dosage to determine the safety/tolerability, and efficacy of a histone deacetylase inhibitor in combination with Targretin in patients with cutaneous T-cell lymphoma in patients who have failed at least one prior systemic therapy.",2005,9,Phase 1,23,Terminated,Lymphoma
5829,NCT00276484,Merck,"A Multicenter, Rand., Double-Blind, Titration Study to Evaluate & Compare the Efficacy & Safety of Ezetimibe Plus Atorvastatin Vs Atorvastatin in Hypercholesterolemic Pts. at High Risk for CHD Not Adequately Controlled on Atorvastatin 40 Mg",To Evaluate and Compare the Efficacy and Safety of Ezetimibe Plus Atorvastatin Versus Atorvastatin in Hypercholesterolemic Patients at High Risk for Coronary Heart Disease Not Adequately Controlled on Atorvastatin 40 mg.,2006,2,Phase 3,579,Completed,Hypercholesterolemia
5830,NCT00701389,Merck,"A Double-Blind, Randomized, Placebo-Controlled, 3-Period, Single Dose Crossover Study to Evaluate the Safety, Tolerability, and Blood Pressure Effect of an Oral Dose of Sumatriptan Alone and in Combination With MK0974 in Migraine Patients","Study to understand the effects of migraine treatments on blood pressure in participants with migraine. The primary hypothesis is that the effect on semi-recumbent mean arterial pressure following the coadministration of telcagepant and sumatriptan is similar to that following administration of sumatriptan alone. That is, the true mean treatment difference (sumatriptan with telcagepant sumatriptan alone) in time-weighted mean arterial pressure for 2.5 hours following dosing is less than 5 mmHg.",2007,11,Phase 1,24,Completed,Migraine Disorders
5831,NCT00210067,Merck,"A Double-Masked, Randomized, Dose-Ranging Study of a Single Intravitreal (IVT) Injection of INS37217 Intravitreal Injection in Subjects With Retinal Detachment",The purpose of this trial is to access the tolerability of INS37217 Intravitreal Injection when administered intravitreally in subjects with macula-on or macula-off rhegmatogenous retinal detachment (RRD).,2001,5,Phase 1,14,Completed,Retinal Detachment
5832,NCT03284424,Merck,"A Phase 2, Open-Label, Single Arm Study to Evaluate the Safety and Efficacy of Pembrolizumab in Participants With Recurrent or Metastatic Cutaneous Squamous Cell Carcinoma (R/M cSCC)",The purpose of this study is to evaluate the safety and efficacy of pembrolizumab (MK-3475) in adult participants with recurrent or metastatic(R/M) cutaneous Squamous Cell Carcinoma (cSCC) or locally advanced (LA) unresectable cSCC that is not amenable to surgery and/or radiation and/or systemic therapies.,2017,10,Phase 2,150,Recruiting,"Carcinoma, Squamous Cell"
5833,NCT01537757,Merck,"An Open-Label, Two-Part, Single-Dose Study to Investigate the Pharmacokinetics of MK-8931 in Subjects With Renal Insufficiency (Protocol No. MK-8931-009 [P08535])","This study will assess the pharmacokinetics of MK-8931, a ß-secretase inhibitor, in participants with renal insufficiency. In Part 1 of the study, pharmacokinetics of MK-8931 in participants with severe renal disease and in healthy matched control participants will be studied. If data from Part 1 confirms that severe renal impairment does not alter the pharmacokinetics of MK-8931 to the extent requiring dosage adjustment, then no further study will be required and Part 2 will be optional. If the data does not support this conclusion, then Part 2 will be conducted to study the pharmacokinetics of MK-8931 in participants with moderate and mild renal impairment compared to healthy matched controls.",2012,3,Phase 1,12,Completed,Alzheimer Disease
5834,NCT00202852,Merck,"A Placebo-Controlled, Double-Blinded, Randomized Clinical Trial of Anti-TNF Chimeric Monoclonal Antibody (cA2) in Korean Patients With Active Rheumatoid Arthritis Despite Methotrexate","Prior to the first infusion, patients will be randomized into one of two groups (placebo or infliximab). All patients will continue to receive the same does of methotrexate (MTX) during the study as received prior to the study. The objective of the study is to evaluate the efficacy and safety result of infliximab with Korean patients in reducing clinical signs and symptoms of rheumatoid arthritis (RA) at 30 weeks following the onset of treatment and to review whether the result is comparable to the result of the ATTRACT trial.",2005,6,Phase 3,143,Completed,"Arthritis, Rheumatoid"
5835,NCT00092547,Merck,"A Safety and Immunogenicity Study of Quadrivalent HPV (Types 6, 11, 16, 18) L1 Virus-Like Particle (VLP) Vaccine in Preadolescents and Adolescents (Base Study). A Long Term Immunogenicity, Safety, and Effectiveness Study of GARDASIL (Human Papillomavirus [Types 6, 11, 16, 18] Recombinant Vaccine) Among Adolescents Who Received GARDASIL at 9-18 Years of Age (Extension Study).","This study is to evaluate the safety, tolerability, and immune response of an investigational vaccine in preadolescent and adolescent boys and girls for the prevention of Human Papilloma Virus (HPV).",2003,10,Phase 3,1781,Completed,Papillomavirus Infections
